word,ran
愛比蓋爾,0.944418070338252
愛得雷德,0.334930322937899
阿吉,0.999722837991812
愛歷克斯,0.60383896667847
愛麗斯,0.293588927398345
愛美,0.340274025296158
安妮塔,0.390955991665073
安納貝爾,0.414447782178904
安西婭,0.551715788172328
愛麗蓀,0.407097848819497
安吉莉嘉,0.174896633329883
愛娃,0.151354071308468
蓓莉,0.182130025177977
比阿特麗斯,0.375110038773888
伯納黛特,0.730106555950427
比德,0.974440097425826
布莉坦妮,0.062539237218546
卡彌拉,0.18346848512184
卡洛,0.939445103040281
凱薩琳,0.244420097998362
塞西莉,0.580368893041191
夏洛特,0.686834499149003
克洛伊,0.952922338200651
克里斯蒂娜,0.044960528665398
克萊爾,0.162484453007382
康尼,0.559394118297442
凱蒂達,0.646269854104672
卡瑞莎,0.889676591698578
可瑞納,0.447759785986465
多蒂,0.10981507992074
唐,0.507620951382105
黛博拉,0.753867516552059
黛拉,0.225996049493021
黛安娜,0.643583156414586
戴娜,0.4591053233834
桃樂絲,0.8687037430173
艾娃,0.150485363786218
愛琳,0.041388688010984
愛莉諾拉,0.363327758299275
愛拉,0.732181603778748
愛薾莎,0.084051293700545
愛蜜莉,0.473210382059537
愛塞爾,0.676614583093311
伊娃,0.526511855838046
尤勒莉亞,0.75968876450368
福斯太娜,0.637470497390132
費德莉亞,0.89157520693809
弗洛拉,0.585710836998123
福來菲亞,0.226963619614264
弗洛里,0.60311116418362
弗朗基,0.060940635643987
喬治,0.730013592799288
杰曼,0.314122211199018
吉爾,0.23966948425755
格拉迪斯,0.812804539102528
葛瑞斯,0.175330890378211
格溫,0.063399744057697
哈麗雅特,0.346404072902038
海倫,0.854306880951779
希爾達,0.336322838683395
海葛,0.793305772545491
艾維,0.936253876346778
愛琳,0.016463669085255
芝美瑪,0.170763670745968
珍,0.106703656971359
賈妮絲,0.693885244622057
珍恩,0.417260994419297
珍妮,0.76072404038858
潔西,0.797290333935393
瓊,0.409310647906736
喬斯琳,0.313295196751108
喬迪,0.592698257404527
茱蒂,0.209621745696419
茱麗葉,0.18953878737661
凱瑟琳,0.672155265400406
凱蒂,0.484155766673576
金,0.179118064520446
基蒂,0.470442346269223
莉拉,0.428407733375992
萊斯莉,0.308097899324755
莉莉,0.21852228841746
麗莎,0.28950625336595
洛伊絲,0.78545773119592
路易莎,0.590051951467953
露辛達,0.12607454852509
林恩,0.937345597620778
露露,0.79372513791936
瑪奇,0.693536751433503
曼蒂,0.668203598724181
瑪格麗特,0.981859714452589
瑪麗安,0.772487506577341
瑪琳,0.670385078027854
梅西德絲,0.43582620155346
瑪莎,0.753614406525865
莫德,0.948406536599017
美格,0.931410139754411
梅莉莎,0.388384019192336
米莉森特,0.694521609173178
米里亞姆,0.958168263904215
莫尼卡,0.690754566564399
納汀,0.983536551632653
南,0.50411244035724
納塔莉,0.605831552083081
內莉,0.653862193585854
妮寇兒,0.142968083196669
妮達,0.768675278614362
奧莉弗,0.477393464998135
潘蜜拉,0.65436445126117
潘絲,0.626055385692657
派翠西亞,0.728258031578666
葆拉,0.695744054752096
佩姬,0.899274418405037
菲莉帕,0.673182020504406
波爾,0.025010082422609
普魯,0.248597217882579
麗貝卡,0.154733840276027
羅伯塔,0.039274333774982
羅莎琳德,0.683565232219058
羅絲瑪麗,0.940148467465355
羅莎,0.596159055133417
西維亞,0.765672888609141
莎莉,0.200144796228185
桑德拉,0.104124337199863
雪濃,0.156984207390776
雪莉,0.23474277991165
索尼亞,0.461785242079084
索菲,0.771552211955905
蘇珊,0.039301075123931
蘇西,0.216664632013559
特里莎,0.280572697465545
特薩,0.010993652777759
賽妮亞,0.597546882244049
扥尼,0.751637709219484
特魯迪,0.609991522657581
恩黛,0.652148112221465
費雯,0.072992380833743
瓦萊利,0.813265194958638
維朗妮卡,0.011472733774316
維奧拉,0.56564798869485
維維,0.642134929371965
威尼弗雷德,0.770181313096141
佐伊,0.658952597963831
愛達,0.102530439893276
愛得乃納,0.94620200938891
艾格妮斯,0.703018116467649
亞歷山卓拉,0.107729935093962
艾莉森,0.196284715756169
安琪拉,0.691822730837859
安,0.642600163228483
安妮,0.211136144775698
安東尼婭,0.998538528708808
愛瑪,0.054526214478486
艾蓓夏,0.772792636345033
艾佛絲,0.944509053854395
芭布斯,0.756360709510098
蓓琪,0.477077350916946
貝里爾,0.587719545331757
布倫達,0.49068817234401
白莎,0.944821397201202
坎迪斯,0.033762037519956
卡洛琳,0.908105733547909
凱西,0.754725287279609
西莉婭,0.442865296343118
雀莉,0.829585332893324
克里斯,0.54528691979235
克莉斯汀,0.507731169774658
克勞地婭,0.783717463193557
康斯坦思,0.919948131774809
卡嫚,0.253970341637122
可琳,0.610755656424658
辛西亞,0.222955071937467
黛西,0.971718507246293
黛布,0.436117973472731
迪爾德麗,0.239324685812663
丹尼斯,0.548042900969645
黛安,0.340716681324134
多拉,0.848362901955266
朵勒絲,0.71773485871017
伊迪斯,0.202544196980008
伊萊恩,0.413482871065323
伊萊扎,0.324159296906571
愛倫,0.479432331018407
愛爾西,0.416382419235364
愛瑪,0.952800037022017
尤妮絲,0.249404447084524
伊芙琳,0.795779384641549
伊文妮,0.620444106561449
佛,0.796794036014255
費歐娜,0.226561352308327
弗羅倫斯,0.260238942731754
法妮達,0.479476256611675
弗蘭,0.590535993293022
金,0.027348814816022
喬治娜,0.578483469607888
格蒂,0.401646305209444
吉利恩,0.276923118419569
格倫達,0.567855252535213
格雷西,0.997161433427676
格溫德林,0.376297061014615
黑茲爾,0.840215231033972
亨里埃塔,0.242471611488818
海達,0.705031021625044
荷田西亞,0.453341804015096
愛達,0.28095679977128
愛里絲,0.52432751561476
茱莉安娜,0.759897442838727
珍妮德,0.108410621026492
杰基,0.005114843035738
珍妮,0.279954083723795
潔斯,0.533266730839446
吉兒,0.137271311380642
喬安娜,0.733115274749126
約瑟芬,0.754686173414842
喬伊思,0.32185514308462
茱莉亞,0.591213780337727
瓊,0.676061698153252
凱特,0.662854988419325
凱,0.651070643218116
金柏莉,0.60199965189148
凱薩琳,0.086771867216656
勞拉,0.263112242607184
莉比,0.890308324634833
琳達,0.750643838639574
莉維亞,0.372369255165642
羅莉,0.714264940408956
路易絲,0.113379575604832
露西,0.908708293872289
莉絲麗,0.753018008944146
梅布爾,0.390790033358775
瑪吉,0.669620104893923
瑪西亞,0.223952598683831
瑪杰里,0.967991724115745
瑪麗,0.189736349999739
瑪薩,0.682199259687133
梅英,0.134099661296093
瑪丁娜,0.765617517965148
莫林,0.182010490166717
美拉尼,0.659879484093016
米雪兒,0.973139385241513
米莉,0.867739178620309
莫伊拉,0.251083258428066
繆里爾,0.596951031638361
妮娜,0.884006939242672
南西,0.772193610557272
納塔莎,0.620940690093653
尼基,0.343294097727732
諾拉,0.369636232929502
奧格,0.148397613797687
奧莉薇雃,0.402644399518505
派德,0.652496619703306
白西絲,0.901303443455928
裴西,0.691492680609556
波琳,0.48515390888612
佩內洛普,0.16068301024641
菲比,0.558839546285408
波利,0.129597352138662
瑞那,0.26110331129474
羅達,0.612185077459648
羅賓,0.701704734205394
羅莎琳,0.626568496433868
羅斯,0.812013417485902
露絲,0.930413621935199
莎蒂,0.163081481213716
莎姆,0.089273888824752
桑蒂,0.279959548534429
希拉,0.23326527346274
絲波,0.42105776106834
蘇菲亞,0.873730528407715
史黛拉,0.224004367262643
蘇姍娜,0.612125825898731
蘇姍,0.631635045709647
特里,0.088564601171377
塞爾瑪,0.799744335729358
賽亞,0.432007947752999
崔西,0.307710539212609
兒瑞嘉,0.117100094758822
厄林拉,0.609106784916772
維維恩,0.067587762754426
瓦內薩,0.796346802283167
維基,0.120985450953136
瓦奧來特,0.04507468909094
威娜,0.365880976901479
威尼,0.543556070101948
阿加莎,0.148618359253808
艾妮沙亞,0.902304132238551
愛琳,0.721026555808296
亞歷克西斯,0.441490581393695
愛曼達,0.050731081936836
安吉,0.939639652536264
安娜,0.460121567500231
安妮特,0.327344431887068
奧黛麗,0.703349622232175
愛妮莎,0.96432071244261
娥瑞妮亞,0.271278024153016
蓓達,0.94643622987898
芭芭拉,0.054942240213853
比琳達,0.860212385722094
貝蒂,0.656049235839858
布里奇特,0.403856506534998
波妮,0.24992373758225
卡拉,0.803681893976048
卡麗,0.858098778807875
西西莉亞,0.309726975052053
查倫,0.534784195328931
謝里爾,0.70078192042536
克里西,0.408463226625658
辛蒂,0.47253361913731
克利奧,0.825961551585712
克莉斯朵,0.638190783696752
西來絲汀,0.33498484090239
可娜,0.113159376295655
桃爾西,0.710180007840634
達夫妮,0.867898241381177
黛比,0.209468161419526
迪莉亞,0.159156042359685
黛,0.258326846050075
多利,0.541915253264783
多琳,0.550840328584247
多特,0.234459303267024
愛德娜,0.363042328761121
愛莉諾,0.078324619635636
伊莉莎白,0.666071651615408
愛莉,0.48416493204604
愛爾思佩思,0.358048927524891
愛里卡,0.673778853785939
伊娃,0.792839912069088
尤金妮亞,0.367147934894175
依文吉琳,0.443847390245949
費莉西蒂,0.080090593754074
弗洛,0.408897599580232
范麗西亞,0.011220892808857
弗雷達,0.929759084250741
弗蘭西斯,0.333849530000917
喬治亞,0.792828963492414
杰拉爾丁,0.656191449244556
格特魯德,0.506395163554223
琴妮,0.668039832415877
葛洛莉亞,0.359359109032644
愛絲莉,0.10959318082539
漢納,0.685485224000125
赫瑟,0.343419870224867
喜諾莉,0.949605048827066
海薇,0.008028137676902
伊莎貝拉,0.185599202088755
英格里德,0.614966266285946
伊莎貝爾,0.132634407916503
簡,0.013973197156802
珍妮,0.402647996415717
賈貴琳,0.494972557461606
珍妮弗,0.669424383052747
潔西卡,0.883566740017025
喬,0.183150063580185
喬安妮,0.389432253307301
喬西,0.603789950710608
茱迪思,0.615306062743061
朱莉,0.916102362827787
凱倫,0.068124899458291
凱西,0.977077275820658
凱莉,0.632749711816633
克麗絲坦,0.475896015489208
凱德,0.7813628731101
洛雷塔,0.914394081079894
莉蓮,0.166233950742413
琳賽,0.784068356740527
麗茲,0.657645991366144
洛娜,0.799876196250285
露西亞,0.679275093776047
莉迪亞,0.711784746327538
露西爾,0.806509496283371
瑪德琳,0.446965295149685
梅西,0.334745138731591
瑪西,0.717794811704568
瑪麗亞,0.809640515432875
瑪里琳,0.576900014714849
美拉妮,0.114070955160211
美美,0.008209943433937
瑪麗,0.510877104184348
梅維斯,0.54459859806694
美林達,0.289622150961794
米爾德里德,0.114799583698579
米蘭達,0.211992723941817
莫莉,0.095838489836692
米妮,0.506116029134827
納迪亞,0.617606273641408
蕾娃米,0.546208497581099
內爾,0.003113986679529
尼古拉,0.751283184154571
諾瑪,0.2855302906064
奧林匹克,0.435164363954278
帕姆,0.709780610703186
佩興斯,0.989200102070052
普魯敦斯,0.175136754031771
帕蒂,0.637619415317961
裴蘿,0.613070513744544
彭尼,0.191610239186727
菲妮斯,0.213289282177118
普里西拉,0.469440574357831
雷切爾,0.33629040803902
麗塔,0.933218363334473
羅莎莉,0.493316160972425
羅絲,0.31447837930228
露比,0.27898985473798
賽羅美,0.616357757267608
莎爾,0.937266348964468
薩曼莎,0.554716954983534
莎菈,0.891114209423901
伽莉,0.758592927449507
西維亞,0.118414144256541
蘇佛樂莉亞,0.525624847417716
史蒂芬妮,0.493133257359904
蘇,0.613735741751422
太比莎,0.898523218909104
特斯,0.048922262977883
媞娜,0.05886304914907
瑟芝,0.702415802182155
崔西亞,0.113481895707173
尤娜,0.010019453409716
尤瑞妮亞,0.191175146606905
瓦爾,0.602760843813002
薇拉,0.838773417115341
維多利亞,0.331169764829118
維吉尼亞,0.553013708612771
溫蒂,0.594906581501497
伊馮娜,0.782846255133366
阿貝,0.543920250624536
亞伯拉罕,0.267117794497181
亞道夫,0.464969236667445
艾尼賽斯,0.091801351221401
阿德里安,0.98573160237617
亞歷山大,0.267572626839294
阿爾文,0.954778965613496
安士姆,0.302914574007528
安格斯,0.435678448074785
阿諾德,0.274790215561356
奧古斯塔,0.993085106739365
布爾文,0.357364130859542
巴納比,0.7629295662783
巴士爾,0.972746000559543
伯納德,0.962109692473308
比爾,0.474134584830595
巴比,0.889247622768069
布拉德,0.093275436414046
布萊恩,0.840238474703448
布爾,0.297420274177733
卡爾頓,0.0630359870732
卡爾,0.456959948359295
查理士,0.117303647713525
克里斯多福,0.058952782818764
克拉克,0.107500023431609
克萊爾,0.58360957619075
克里福特,0.903326033241024
克萊夫,0.544528683259404
克雷格,0.939278964316068
卡茲伯特,0.267574646928966
戴爾,0.644748849146272
丹尼,0.420614964381302
大衛,0.256443763304884
丹尼斯,0.51409689361568
德斯蒙得,0.324108826193074
德克,0.962261810444916
唐,0.866044995726906
杜安,0.452635933941453
鄧肯,0.949755259042103
杜克,0.427652943113263
愛蒙,0.661434584188384
愛德蒙,0.281584036319418
艾略特,0.541640523009583
埃姆林,0.247476702865101
歐內斯特,0.768373323696105
愛理,0.956008456955199
費里克斯,0.68737097878257
弗洛伊德,0.838900931310434
弗蘭基,0.856476130981583
蓋布頓,0.206037685424918
蓋瑞,0.079619956713482
杰弗里,0.214287839739922
杰倫特,0.058835426154016
杰勒德,0.568233631901081
格倫,0.251669577923732
格雷厄姆,0.633885585378595
格雷格,0.35770221773252
格蘭德,0.42576918119803
漢克,0.002261716531986
亨利,0.349585188982291
霍華德,0.677893678581916
漢米爾頓,0.585456706617077
雨果,0.744102432642473
霍威爾,0.00343321059499
海瑞,0.282135046783846
艾薩克,0.670649719284035
埃拉,0.22227869438158
賈維斯,0.479941554122287
傑克,0.383832487510216
詹姆士,0.578766304748033
賈斯珀,0.729509728745318
傑夫瑞,0.965338101242369
吉瑞,0.182813033401083
吉姆,0.440660157811797
喬,0.09456996657751
喬納森,0.639752779652839
約書亞,0.788356257557434
諸理斯,0.926290320791403
克士,0.338383952057553
肯尼,0.819935593529864
凱特,0.721382026104588
雷班,0.367119032337578
賴利,0.979208275032495
倫尼,0.480454654844121
萊斯,0.883947246486627
盧,0.010391906684709
劉易士,0.523979439415982
路,0.910423710463525
路喜斯,0.049243627245048
馬爾克姆,0.78393252833749
邁拉基,0.707320243446353
馬蒂,0.810660225688757
邁林,0.059077871498477
莫里斯,0.232309398363873
麥可,0.532862058952249
邁爾斯,0.402776998432518
米切爾,0.018354426395725
墨瑞,0.786210060374709
納阿美,0.133453734312278
雷休,0.107061138958238
半頓,0.84737027536856
納撒尼爾,0.246583661917835
尼地,0.897492451329043
尼基,0.050096561333675
諾姆,0.592769858551874
奧利佛,0.303589587630011
歐文,0.208025549296709
阿克特佛斯,0.085937152715751
帕迪,0.906797857209046
保羅,0.067616998341253
彼得,0.509436699450447
波瑞吉,0.156239720637061
佛蘭德,0.082026373050663
昆廷,0.965615830634026
魯濱,0.25344354354238
蘭迪,0.675117057286211
雷蒙,0.975021703122201
雷克斯,0.950706974752
里克,0.581798327695313
羅比,0.203573284863474
羅賓,0.067455871071194
羅德尼,0.786515764758936
羅諾德,0.377496796035753
羅尼,0.976235103775784
魯弗斯,0.796956167040537
魯爾,0.199899239118858
羅斯,0.559465058610673
索爾,0.859694072943421
山謬爾,0.14252583685763
謝默斯,0.946714607462071
塞巴斯帝安,0.207607586213466
西蒙,0.057126668429447
史蒂夫,0.270657319331953
辛克萊,0.305002693816702
泰德,0.28576441437858
特倫斯,0.327960533367425
西奧多,0.838299336591855
提米,0.198436384266488
湯姆,0.379538886004211
狄亞寶特,0.66420667622415
特雷弗,0.307627611944437
范,0.060111435231874
維克扥,0.984121687850945
維夫,0.256679096146632
華爾特,0.355108108893012
偉斯理,0.672732744956394
威爾伯,0.464151273942875
威廉,0.194674847262258
亞拜爾,0.153631081165719
亞倫,0.56597636534845
艾爾賓,0.863314079893113
安布魯斯,0.67178906224068
阿爾,0.971533002826711
艾爾弗雷德,0.11528361578361
安德魯,0.265802853893486
安索尼,0.518391147801823
阿奇博爾,0.166112429321867
阿瑟,0.268570815482884
奧伯倫,0.404914848205715
伯川,0.647889749428171
巴里,0.251785307776245
班,0.828313754043715
伯尼,0.675986003061408
比利,0.489265680851689
鮑里斯,0.294313822202451
布蘭頓,0.436193930013335
布魯斯,0.641521137705664
凱撒,0.682453825936598
卡里,0.422582433846454
塞西爾,0.845968664158172
察理,0.515794598886563
克里斯,0.236006167199998
克勞德,0.758183242725201
康斯坦,0.727455114640455
克利夫,0.984359151371316
克萊德,0.988070126123941
柯特,0.540612403574007
戴克斯特,0.120493695751934
丹尼爾,0.050815780466098
達雷爾,0.57206734866166
戴夫,0.672168155671376
德瑞克,0.752483736610207
德斯,0.4088606669088
多米尼克,0.167560393618885
道格拉斯,0.32168002501887
達德利,0.746560267150572
達斯丁,0.112039543921019
愛爾,0.114645680480162
愛迪,0.609988018530971
愛德華,0.779707701810453
愛墨,0.056804356978854
伊諾克,0.986812985441524
埃羅爾,0.752629303868278
依拉,0.501082669707959
費迪南德,0.006380249706937
法郎西斯,0.952563219986203
弗雷德雷克,0.356479698762784
蓋布瑞爾,0.990544567180651
加文,0.563615925791753
杰夫,0.210177751543517
吉瑞爾,0.857135255200616
吉伯特,0.225869418740315
戈弗雷,0.650403751065362
格雷姆,0.952884339218864
蓋伊,0.342609369761369
漢弗萊,0.934348910203964
哈囉德,0.669420542161406
赫伯特,0.713265711885429
休伯特,0.236459218055124
海克特,0.830452777840977
赫曼,0.610853707525663
休,0.046109250568158
荷馬,0.509744565856299
伊凡,0.085960053505366
埃文,0.922441619079117
傑恩,0.337997127092019
傑柯,0.256261228335586
杰米,0.942440310593008
杰德,0.985571172633723
杰里米,0.079787846484811
杰西,0.599280289010714
吉米,0.658193382037301
約翰,0.533339427348665
喬恩,0.204742173399102
朱利安,0.000563322225935
卡爾,0.482732123706908
肯,0.308400669640114
肯特,0.080397626249293
凱夫,0.113712974204456
李,0.071619432832891
勞倫斯,0.689083421979841
李奧,0.446397214435691
萊斯利,0.363957392701152
李恩,0.692947573644148
利亞姆,0.911677224303438
路易士,0.013329784540643
奈曼,0.445255796386836
馬克,0.73397409166577
馬歇爾,0.88495199985009
馬特,0.579241230732349
美爾頓,0.903151612872414
馬克斯,0.39240519761134
米克,0.429887412079472
麥克,0.380826601497756
莫里斯,0.918089297347689
莫根,0.031544307564553
納特,0.083253574782002
拿破崙,0.975415585763966
諾亞,0.318948668770282
尼爾,0.491999708040997
尼可拉斯,0.378098583377948
奈杰爾,0.247714603894456
諾爾曼,0.740341105964395
奧斯卡,0.684872175233276
奧茲,0.75736232346782
奧斯曼,0.151871130624357
帕特,0.689750135679823
珀西,0.042319505969891
菲爾,0.988749972358121
皮爾斯,0.53477659986811
菲理蒙,0.111888201182308
昆西,0.871121952788008
拉爾夫,0.129663002478781
拉斐爾,0.840626414736746
雷吉,0.827680501401796
